pan,B73,B97,CML103,CML322,CML69,HP301,Il14H,Ki11,Ki3,Ky21,M37W,Mo18W,Ms71,NC350,NC358,Oh43,Oh7B,P39,Tx303,Tzi8
pan_gene_30542,8.93093,9.70945,10.8909,15.7343,7.76745,10.1,10.2791,11.7051,10.6155,9.09844,8.37052,9.80806,8.63839,9.64761,10.1499,11.0872,14.485,16.9192,7.67361,11.2845
pan_gene_30543,11.6774,10.6819,5.62019,29.7468,9.15663,NA,23.4905,25.2481,15.7534,6.16838,19.7668,11.7008,3.51624,7.82419,21.3667,10.9401,24.66,10.0295,5.19667,17.1458
pan_gene_30544,0.0674531,0.34441,0.0608589,0.438112,0.1236,0.0836872,0.152047,0.105334,0.0848189,0.0501117,0.218656,0.228349,0.163358,0.0992484,0.209604,0.271899,0.0573984,0.0821178,0.100821,0.149864
pan_gene_30545,8.85388,9.68834,6.35617,25.2312,2.34585,NA,4.99811,NA,NA,21.6763,18.1454,9.71048,9.71377,NA,11.4583,7.0272,5.06458,NA,3.78422,7.30942
pan_gene_30546,0.101559,NA,0.153224,NA,0.218566,NA,0,0.163015,0.0622119,NA,NA,NA,0.258338,0.3611,0.0523899,0.679966,NA,NA,0.835089,NA
pan_gene_30547,0.888881,0.302061,0.234958,0.234317,NA,0.188733,2.98653,0,0.272968,0.0210184,3.00109,0.124513,0.485209,0.167921,0.575489,0.120013,2.51619,5.01471,4.88708,0.381216
pan_gene_30548,7.38081,NA,8.24443,5.08285,8.80928,4.97755,7.95298,5.47152,7.46293,8.29332,7.96955,9.67698,NA,7.05297,2.8552,9.40508,9.33611,5.69409,NA,5.75698
pan_gene_30549,NA,6.58022,4.67692,0.816652,4.51008,1.73831,5.78024,5.78777,4.27024,6.74474,3.99405,10.5408,7.20964,4.94884,4.32404,10.1182,10.2206,12.5618,8.82371,1.73069
pan_gene_3055,3.68296,8.01477,4.96125,NA,4.03681,NA,NA,NA,NA,3.56721,4.37824,NA,4.6877,5.11009,NA,NA,NA,4.02458,NA,4.61721
pan_gene_30551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_30552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_30554,1264.48,3440.28,1141.64,1953.36,2285.3,617.304,NA,2123.23,2135.77,1337.13,3242.62,1788.07,NA,1510.98,NA,880.646,715.789,1497.01,908.116,2452.44
pan_gene_30555,0.29843,0.181047,0.402947,0.33757,0.874538,0.0949043,NA,NA,0.21834,0.304314,NA,0.272116,0.0688756,NA,1.47187,0.432241,0.378083,1.29437,0.139986,0.086952
pan_gene_30556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_30557,NA,37.3079,134.637,68.6754,NA,16.4788,29.0302,NA,29.4536,44.6522,24.2806,81.3466,98.5197,100.28,68.9818,88.5869,20.0952,70.9962,128.651,7.50092
pan_gene_30558,71.394,43.9493,108.423,61.5151,109.635,100.472,60.924,69.3099,61.4954,64.9416,71.1619,109.675,51.1903,NA,NA,65.8182,83.3524,95.4345,113.204,153.383
pan_gene_30559,43.2494,12.2766,33.1848,28.4379,NA,19.263,20.9706,27.025,16.3266,35.0566,26.0099,37.6393,34.3708,31.5472,38.789,41.2608,31.2462,56.6929,28.2937,19.7213
pan_gene_30560,82.0859,47.1453,66.488,57.6079,63.8013,58.2035,64.4143,66.8017,48.4432,36.8469,60.0008,70.2905,54.812,50.139,64.9024,35.3795,58.9744,76.5402,67.5602,58.2116
pan_gene_30561,2.42054,9.79986,3.88336,2.83497,NA,3.25115,1.11859,3.271,1.35493,NA,NA,0.208779,10.094,3.61865,1.34942,4.30485,1.21578,6.362,2.44735,10.0012
pan_gene_30562,3.16948,5.47502,3.78729,3.44437,NA,NA,5.86991,3.30716,1.91161,2.6582,4.28545,3.8536,3.32827,2.96649,3.68936,NA,4.08304,2.91854,3.33222,2.78754
pan_gene_30564,8.99692,7.12166,9.18508,9.00555,8.893,6.65704,9.82301,10.289,12.2357,9.9042,10.7269,10.1107,9.90725,6.82872,12.7982,12.4384,8.45476,19.7007,11.1914,7.5232
pan_gene_30566,54.4266,57.4108,45.1004,57.4963,47.5663,55.8573,37.6458,52.0692,51.9667,61.564,46.9246,49.5404,63.8274,43.9241,50.7592,25.235,40.387,39.6109,52.9876,65.6013
pan_gene_30567,58.7224,32.0572,17.1688,25.1675,NA,15.3974,52.0222,46.4233,70.808,33.2761,25.9581,30.6165,38.152,53.5663,46.4515,42.0372,29.3235,36.7648,39.7869,42.2979
pan_gene_30568,26.3765,47.4702,27.1505,34.5425,32.7171,30.0728,65.4628,21.8585,34.3309,61.2892,24.1737,34.016,31.4349,27.1878,52.6829,54.6812,83.9546,56.6227,34.5929,24.639
pan_gene_30571,3.32057,1.99857,10.3086,8.88172,NA,2.47187,1.6159,8.97392,NA,2.32116,NA,11.5519,2.3116,6.80922,7.78903,4.13826,2.18434,3.4035,9.34315,5.41985
pan_gene_30572,24.4027,28.1028,21.669,16.8523,19.9903,35.7248,22.8739,22.1901,14.0581,25.7964,22.0155,22.4717,22.6021,24.0545,19.7456,24.3479,19.7967,24.266,16.423,23.5374
pan_gene_30573,18.2802,31.3596,26.6995,17.6764,17.9639,29.8153,16.1118,24.9179,NA,18.5304,24.0041,17.6816,19.2602,18.1446,29.184,22.666,25.9397,20.7245,21.5198,25.7333
pan_gene_30574,14.8645,19.6288,14.5251,13.3019,13.6292,19.8862,8.5387,15.2211,6.78024,15.661,8.075,8.97132,14.7972,11.9903,14.2228,9.7805,15.0707,9.68778,11.9433,10.2661
pan_gene_30575,10.4908,13.2066,15.5256,10.4953,16.7494,10.3689,11.5393,17.4803,14.9185,9.77346,18.3539,10.1872,11.026,14.6927,14.3435,8.95988,13.6014,7.08717,12.244,10.4996
pan_gene_30576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_30577,40.406,22.8409,30.8641,31.0645,40.815,34.925,33.088,52.9899,30.561,27.289,30.9839,37.556,26.9378,39.3556,39.9757,33.951,39.5779,28.1976,38.1363,35.9253
pan_gene_30578,2.16831,0.365731,1.1743,12.1839,NA,4.14527,4.76217,0.719611,2.81985,NA,17.9207,1.7407,1.41216,8.38433,20.4448,13.53,NA,3.97658,NA,5.07311
pan_gene_30579,2.70767,3.99527,3.67656,2.71936,NA,3.94843,NA,NA,2.23425,3.55041,3.17984,3.17474,NA,2.37752,4.37542,3.25851,3.17119,2.36192,2.74165,3.16851
pan_gene_3058,14.9205,NA,NA,6.68754,0.544305,20.9946,1.67382,7.83822,3.98506,57.824,18.7453,NA,NA,21.6596,42.1292,NA,63.5159,NA,NA,3.52648
pan_gene_30580,21.3141,25.398,29.1823,496.495,46.7695,29.9157,2.59488,16.1047,17.348,18.8559,25.6538,5.92263,23.248,29.5484,151.259,7.32131,29.7232,12.2557,8.68184,99.3929
pan_gene_30581,9.33168,NA,17.7405,24.6519,12.2133,NA,10.687,NA,10.9867,24.5143,NA,25.9604,26.13,NA,25.2826,42.0754,38.9491,31.7313,33.4346,16.3399
pan_gene_30582,23.1481,25.4586,60.7593,25.8222,44.2376,36.9297,25.3282,34.1696,NA,30.2623,47.4505,38.4326,22.2376,44.1506,44.9177,28.2421,31.6181,23.3073,33.1752,47.8816
pan_gene_30583,0,0,0.0155117,0.0235836,0.475384,0.117657,0,0.548786,0,0.258624,0.0303069,0.291515,0.116834,0.145088,0.240092,0.233408,0.1089,0.203248,0.0559414,0.0852766
pan_gene_30584,21.5577,24.3657,20.9232,12.9182,14.0391,20.6727,20.1595,20.7462,18.2216,22.1064,21.0073,19.2663,21.8711,19.5679,19.0262,24.8596,18.1456,4.86526,15.9642,20.8071
pan_gene_30585,NA,NA,3.03502,0.994284,NA,2.30766,NA,NA,1.5827,NA,NA,2.12313,1.89511,NA,NA,1.50302,2.24842,NA,1.23964,NA
pan_gene_30586,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.132,NA,NA,NA,NA,NA,NA,84.6515,141.943,NA,NA
pan_gene_30587,29.0064,25.2565,30.7615,36.1523,31.5646,34.7019,33.3128,34.9444,38.5398,37.2533,26.7494,17.728,26.4535,32.4811,35.9257,40.2842,26.9788,37.2138,38.3068,26.8421
pan_gene_30588,38.0617,NA,45.8181,NA,36.7306,34.3192,39.9617,40.456,27.7185,44.6272,39.6692,40.8265,54.7405,39.1945,45.0136,41.4972,47.8156,43.8245,29.4098,40.1733
pan_gene_30589,NA,13.6239,11.1679,19.5582,NA,28.5946,22.8717,21.5698,18.978,19.6186,27.6095,26.4306,28.9379,21.5162,21.1015,20.2318,25.8471,33.73,19.6028,28.7625
pan_gene_3059,7.97699,11.0372,8.60342,9.85585,13.5935,11.9587,8.68888,10.4289,6.84946,6.96984,9.68866,7.92753,8.40583,12.3867,14.2214,8.16494,10.5644,7.506,7.33633,10.5417
pan_gene_30590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_30591,23.7306,24.0243,15.3802,25.8663,24.6477,33.9668,21.5007,42.2902,11.6517,17.3382,14.1637,17.1328,9.29964,28.3426,25.0074,35.7533,19.2763,NA,NA,29.2156
pan_gene_30592,NA,NA,NA,NA,NA,6.01574,NA,NA,NA,NA,5.01989,NA,NA,NA,5.73274,NA,6.54893,NA,NA,4.99071
pan_gene_30594,21.7955,24.7244,12.4963,16.2633,NA,NA,11.9745,9.93828,13.8104,18.6349,16.9541,NA,16.0182,17.2184,23.7435,9.07775,15.0697,10.2433,12.3035,15.4487
pan_gene_30595,16.9507,16.7074,18.1727,8.07394,NA,12.9083,14.8615,11.1867,NA,15.8483,NA,14.2788,NA,NA,15.3593,NA,8.89681,8.95812,8.44436,14.1874
pan_gene_30596,6.44569,10.874,9.33608,6.89272,8.52296,7.89216,9.22379,11.8997,15.6817,11.7171,6.99451,8.02898,6.22704,6.82892,7.83037,6.7509,5.992,5.72224,7.32764,8.75039
pan_gene_30597,19.6863,28.0152,25.9723,18.8872,23.5022,25.8255,13.7328,24.4827,15.1515,17.1961,16.7855,19.2392,14.7027,19.2773,23.574,19.5696,25.9258,15.1545,19.7362,22.8417
pan_gene_30598,7.90701,9.2082,9.92326,6.97446,9.16428,9.05275,7.36599,9.66083,8.02074,6.15784,9.1147,7.90599,6.1353,8.21781,7.49316,5.99293,6.99602,5.85616,6.93603,9.49389
pan_gene_30599,7.83238,17.5141,20.7943,NA,13.7039,21.2946,7.46842,NA,7.72807,3.8728,1.70051,7.29335,11.0131,12.2408,3.06784,22.1663,20.2268,12.4342,11.6718,NA
pan_gene_3060,1.66527,0.49827,0.394932,1.11898,1.53438,1.00452,2.84954,1.5598,1.03348,1.06197,0.013334,1.18286,0,1.22504,1.05594,0.0947341,2.30353,0.194132,1.92211,7.16932
pan_gene_30600,193.321,NA,204.599,205.354,146.036,213.502,NA,171.588,128.819,221.691,171.974,255.171,257.529,250.184,250.221,307.775,160.467,250.289,190.744,181.484
pan_gene_30601,NA,NA,2.90315,3.36811,2.53471,NA,2.24568,3.61983,2.02322,3.19774,2.77834,2.67046,2.44722,4.04484,4.16219,3.70383,3.14579,1.83357,NA,3.84704
pan_gene_30606,6.3748,10.2479,10.4453,8.67105,8.41998,8.9083,10.8522,4.44226,6.18018,5.24028,8.25635,3.74808,8.37166,10.8106,10.8568,7.84867,7.22193,9.67377,4.78815,9.0198
pan_gene_30607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_30608,9.17787,4.92293,21.6969,8.90037,13.9235,9.47919,13.1665,20.7054,11.3351,10.3701,17.7085,16.02,12.0235,15.3699,17.5574,9.41514,17.9084,10.4811,7.68628,8.39469
pan_gene_30609,0,0.0836071,0.0717707,0,0,0.0631417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pan_gene_3061,3.66442,4.15744,3.85151,3.66798,NA,3.37713,3.06099,NA,NA,2.29545,3.04018,3.00868,3.5592,3.59613,3.12625,2.99732,4.19627,3.56687,4.12519,4.91939
pan_gene_30610,8.32078,9.38938,6.71247,5.88113,5.42153,5.82973,6.42157,6.22989,5.72988,3.0653,6.32593,5.63301,9.42015,6.34608,4.72591,8.01654,6.34191,5.45379,4.94585,6.30608
pan_gene_30611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_30612,NA,6.01763,10.4381,2.89904,4.50347,8.25546,4.50974,12.5631,7.94876,7.98937,9.55077,0.54521,6.14981,3.37772,7.82769,6.64022,9.89243,2.65424,9.99178,12.8451
pan_gene_30613,2.13345,NA,13.5185,2.01723,4.10699,NA,NA,5.56856,NA,2.17846,3.83041,4.47656,4.56184,5.37537,1.91489,NA,1.71158,NA,3.19894,4.94005
pan_gene_30614,65.7486,70.689,61.0871,46.1908,50.3838,81.3471,56.8117,67.6553,47.3323,64.996,54.3797,66.1001,54.4513,54.0079,69.048,56.8545,65.154,48.0437,51.621,65.7435
pan_gene_30616,15.3945,16.8091,14.2477,13.8862,14.1193,13.5705,17.2718,16.6125,13.7874,13.7285,14.7926,13.8633,15.8585,16.6385,16.5759,13.1447,15.8832,16.8535,20.8994,13.5784
pan_gene_30617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_30618,NA,11.8605,8.68575,12.33,13.1551,4.69863,10.7293,14.1449,11.0278,4.9381,10.0281,8.35319,6.53554,9.86107,7.60585,4.21516,8.26147,4.03087,7.59135,11.2503
pan_gene_30619,0,0,0,0.0827371,0.0558677,0,0,0,0.082701,0.0277488,0.698723,0.0312865,0.0218447,0.0197369,0,0,0.266756,0.0649049,0.962171,0
pan_gene_3062,0,0,0,0,NA,0,0.0489188,0,0,0,0.224132,0,0,0,0,0,NA,0,0.01542,0
pan_gene_30620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_30621,0.941614,1.83554,2.10719,1.57316,NA,1.32944,1.66686,1.36841,0.920433,0.965492,NA,NA,1.29093,NA,2.16601,NA,NA,NA,NA,1.24263
pan_gene_30622,4.84129,6.7322,9.22829,NA,NA,8.504,4.54475,NA,NA,NA,4.46684,NA,NA,5.55313,NA,NA,NA,NA,NA,NA
pan_gene_30623,1.57718,2.37692,2.20394,3.88002,5.54189,1.96382,2.08651,2.81737,1.80947,4.0176,NA,1.52549,NA,NA,2.33939,1.51876,1.88058,1.73258,2.01085,NA
pan_gene_3063,0.0818,1.98512,0.0678733,0.352334,0.481624,0.252039,0.139878,0.0404001,0.45481,0.0686353,0.160195,0.0938931,0.0414217,0.0721947,0.102153,0.0573661,0.13355,0.165043,0.324718,0.253034
pan_gene_3067,21.3978,22.4629,19.4169,21.1104,26.5424,21.373,15.6643,21.1022,18.3904,15.7397,16.1093,20.576,17.2715,19.5777,20.0044,15.9943,20.2527,17.694,18.7076,24.619
pan_gene_3068,3.74133,4.47793,4.12553,5.10321,4.17281,5.09081,4.81327,4.47763,4.19191,4.76228,4.74564,6.21419,5.07233,4.59163,5.16259,4.21993,5.99904,5.00567,6.15916,3.7214
pan_gene_3069,9.31241,13.8924,14.0186,10.8831,9.97778,14.819,14.2317,13.2204,8.75567,10.2945,13.6027,12.3945,8.87162,13.518,12.3609,10.3346,12.0205,11.8877,9.54061,11.6553
pan_gene_307,0.385079,0.926615,0.370262,0.828248,0.93476,1.67676,0.0787261,0.169185,0,0.052096,0.0367662,0.0602884,0.359531,0.208892,1.47274,NA,0.049175,0.923288,0.0989358,0.370202
pan_gene_3070,99.9119,16.3636,43.4307,56.5579,47.3177,64.2608,59.0354,34.6532,82.0123,55.0185,108.236,72.5787,52.205,66.8303,73.1199,42.7231,45.6489,49.1279,75.8562,74.8481
pan_gene_3071,0,15.7911,NA,9.94878,NA,0,1.72399,0.645701,0.582435,0.132578,0.646439,0.215263,8.88116,1.64292,1.12043,1.04472,1.39231,0.599683,0.877951,8.64031
pan_gene_3072,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,NA
pan_gene_3073,4.43245,0.570763,2.13197,NA,5.15587,NA,6.74545,1.00632,3.48136,6.55286,9.56636,1.32884,NA,NA,9.54732,8.51075,7.22193,NA,3.29663,1.10077
pan_gene_3075,0,0.0620512,0,0,0,NA,0,0,0,NA,0.0378886,0.035123,NA,NA,0,NA,NA,NA,0,NA
pan_gene_3077,3.11395,10.0772,6.6536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34333,NA,NA
pan_gene_308,13.645,14.5828,13.211,15.5041,19.2445,14.4811,18.6187,16.051,15.336,12.4247,14.1135,11.6767,11.4261,15.2099,15.5392,10.0064,18.0539,13.7857,18.036,15.0436
pan_gene_3080,NA,7.49317,11.1933,13.8245,4.871,16.9799,3.81806,10.7728,7.7964,NA,5.10248,19.1663,8.27059,18.6836,22.8403,7.80693,18.7229,6.79964,23.0144,6.93751
pan_gene_3083,0.0979386,NA,0.125047,0.210945,NA,0.0477766,0.10687,NA,0,0.131566,NA,0.217768,0.0852173,NA,0.290952,0.296538,0.655338,0.117415,0.25701,0.812592
pan_gene_3085,26.9065,14.6664,26.7252,30.5055,21.4266,13.1934,17.9873,23.2559,16.1607,24.492,20.0245,25.075,12.8915,19.6418,28.2839,15.7512,23.086,17.9231,20.4193,14.2721
pan_gene_3086,0.0186926,NA,NA,NA,0.0203239,0.00677085,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0105465,NA,NA
pan_gene_3087,0.089364,0.0512447,0.0680264,0.142534,NA,0.0515309,0.0485735,0,NA,NA,0.690857,0.0269907,0.0785298,0.167248,0.360857,0.0164324,0.109472,0.108166,0.0296055,0
pan_gene_3088,NA,NA,NA,0,0.0100862,0,NA,NA,0,0,0,0,0,0,0,0,0.107845,0,0,0
pan_gene_3089,0.406721,1.98705,5.16103,NA,NA,1.0586,2.83109,3.26302,2.39856,2.21423,2.49153,2.73609,2.66619,2.94732,NA,NA,4.21976,0.0352933,2.27344,2.9655
pan_gene_309,1.30815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_3090,0.0424245,0.0144734,0.158661,0.501469,NA,0.3256,0.0475662,0.0879895,0.266316,0.0312314,0.440235,0.0991369,0.210026,0.135855,0.117726,1.23444,0.211017,0.0571314,0.873367,0.553237
pan_gene_3092,8.27185,3.29928,20.8921,4.97801,5.5147,3.52677,1.70462,9.97089,5.68186,3.17294,NA,9.19172,1.94464,6.40435,8.12855,6.01741,NA,NA,3.73212,8.12522
pan_gene_3093,47.1325,40.3147,NA,NA,71.2864,44.6844,NA,60.5637,55.3091,55.4135,68.8747,56.6428,NA,23.4948,40.2756,NA,31.6782,NA,65.3044,63.0018
pan_gene_3094,189.977,139.043,202.837,230.192,359.023,223.424,139.149,282.883,128.815,186.687,207.103,174.884,198.339,145.542,166.746,167.718,172.33,237.251,330.113,130.29
pan_gene_3095,29.642,27.5876,28.9877,18.354,32.822,26.234,31.4957,85.0418,32.0227,26.2005,25.6823,7.48912,24.0757,30.581,31.5594,31.0393,28.8022,28.4153,37.7866,30.5055
pan_gene_3096,244.405,248.324,172.079,168.236,196.245,104.611,309.811,NA,211.145,129.857,271.888,225.01,191.543,194.365,145.518,110.039,165.96,192.53,186.422,235.034
pan_gene_3097,7.71924,7.20579,13.2404,8.03502,6.1717,7.18527,9.91801,5.35029,5.89939,6.54081,9.15131,9.645,4.89568,9.09847,7.1589,6.1395,NA,8.34309,7.76025,5.25423
pan_gene_3098,42.4422,52.1481,43.5134,49.1398,NA,42.2729,36.049,40.4521,46.4863,38.7735,37.3713,41.8337,34.2476,47.8818,40.5577,32.5885,40.4484,46.4903,53.8954,39.8285
pan_gene_3099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31,12.2145,19.8686,18.2168,12.0556,11.1911,16.4278,13.711,13.8396,8.47422,16.4413,10.4403,15.2552,12.2011,12.4642,16.2241,12.5933,14.8989,12.5259,14.0455,18.1794
pan_gene_310,0,0,0,0,0,0.0617533,0,0,0,0,0,0,0,0,0,0,0.0956392,0,0,0
pan_gene_3100,105.919,69.5357,101.746,84.8704,178.175,42.813,87.1225,77.8807,119.214,124.842,92.4204,92.3133,71.9521,107.558,72.1581,116.84,109.775,76.6157,136.155,118.92
pan_gene_3101,11.576,10.1699,NA,9.78198,10.1594,10.5151,14.2185,11.1356,11.4346,8.19212,11.432,10.3403,7.98875,8.61216,10.852,7.70748,4.19134,8.61723,10.6548,11.7035
pan_gene_3102,10.0446,8.09035,12.8713,7.32262,7.64261,11.2039,13.8375,11.1239,11.7431,12.1387,11.1311,15.6936,8.24466,9.96257,20.5346,9.43332,14.833,6.236,7.05158,9.7518
pan_gene_3103,NA,NA,NA,NA,NA,11.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_3104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4417,3.55352,NA,3.37136,NA,NA,NA,NA
pan_gene_3106,NA,9.92165,12.4901,6.82239,5.93499,10.6445,6.72872,8.95203,5.43867,7.03338,6.90961,6.89768,5.87212,7.58944,12.8615,6.9231,11.2754,6.21503,5.29352,7.11975
pan_gene_3107,0,0,0,0.0347722,0,0,0,0.0835645,0,0,0,0.0958248,NA,0.0320235,0,0,0.0830339,0,0,0.0440173
pan_gene_3108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_3109,NA,NA,NA,NA,NA,NA,0.110051,NA,NA,0.187289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_311,82.26,69.8139,68.2928,75.4723,NA,59.8163,89.6415,56.868,60.5296,61.0565,82.0795,46.4577,56.5175,46.8528,71.4999,57.3845,46.0225,83.2322,42.0083,56.5678
pan_gene_3110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_3111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_3112,NA,0.161891,0.206298,0.186437,0.601532,NA,NA,0.247501,0.691012,0.19269,0.187101,NA,NA,NA,0.347292,NA,0.123684,0.0576072,NA,0.165576
pan_gene_3113,6.54791,4.21932,2.99683,1.26476,2.15517,1.22557,8.87969,NA,1.20582,10.0799,2.33939,1.1368,3.99419,3.40936,2.72978,4.10678,NA,4.52664,5.41533,2.43386
pan_gene_3114,20.0079,9.25236,24.9854,18.7101,18.6507,11.4543,NA,24.21,16.0824,24.0818,19.2627,21.2895,22.7142,20.0894,23.8953,23.7325,24.5093,18.9527,NA,NA
pan_gene_31149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_3115,6.01516,8.05775,7.45618,6.23034,7.84206,4.76217,6.31788,13.7832,4.00704,4.77831,7.17612,10.605,5.66688,5.03022,7.83151,5.5491,7.12538,5.11114,8.70847,5.84128
pan_gene_31150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31151,1.17734,1.51937,5.63435,NA,NA,2.94506,2.52394,NA,3.04144,1.32753,2.06864,2.31153,5.48649,4.44411,2.07387,2.35401,6.46727,0.357148,8.39707,8.15199
pan_gene_31153,0,0.284686,0.0874178,0,NA,0.295399,0.130244,0,0,0,0.497999,0.0707417,0.209866,0.0317093,0.070457,0,1.84692,0.139878,0.883698,0.0570784
pan_gene_31154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31156,13.1405,15.3859,19.9264,9.96308,8.56467,8.93894,21.1937,19.8353,13.6077,11.8122,NA,15.318,NA,14.5292,17.8443,11.1442,17.9657,11.6369,5.22091,13.909
pan_gene_31157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_3116,1.01504,0.400495,0.568623,7.97055,1.08748,0.667471,0.248055,0.396528,0.373645,0.248517,1.31119,0.0936301,0.564908,0.594005,1.86084,1.5699,0.735345,0.729174,NA,0.462874
pan_gene_31160,0,0,0.0455748,39.3143,0.0334341,0.0344685,0,0,0,0.033109,0,16.6265,0.0560688,0.117852,0,0,0,0,0.157854,0.12564
pan_gene_31162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31163,11.7283,11.2726,5.09317,6.8124,21.8424,17.0655,10.651,3.86832,2.91665,12.108,9.51444,11.2581,6.28183,4.91276,17.1478,13.8553,5.23745,12.8516,11.6922,9.44701
pan_gene_31164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_31167,3.33646,5.91537,6.28968,2.11098,NA,5.2781,5.46688,4.01815,2.6368,3.57044,7.20666,5.33979,5.3665,4.67194,3.56194,3.33517,3.69481,1.78361,4.65581,3.5874
pan_gene_31169,1.06832,NA,NA,NA,NA,4.58537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73906,NA
pan_gene_3117,247.255,115.348,179.155,219.712,156.047,NA,201.208,233.335,205.091,120.282,148.955,165.429,179.964,219.12,215.835,176.123,180.795,254.266,168.246,145.515
pan_gene_31170,0,0,0.0997748,0,NA,NA,NA,NA,0,NA,NA,0.0672826,NA,NA,NA,NA,0,0,0,NA
pan_gene_31171,NA,63.4675,NA,66.6984,NA,NA,63.0059,63.9516,68.3055,50.2254,71.5887,NA,NA,NA,NA,61.6493,72.386,NA,60.5809,70.903
pan_gene_31172,0,0.0393669,0,0.0269894,NA,0.0863555,0.67013,0,0,0,17.3203,0.219987,0,NA,0,0,7.1114,0,11.5616,0
pan_gene_31174,2.09861,5.2486,5.34486,NA,0.0763827,5.2308,4.31576,3.93647,2.6731,4.67895,NA,9.73991,3.6784,4.23875,4.60858,5.60427,3.39326,2.72646,NA,NA
pan_gene_31175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
pan_gene_31177,NA,20.7666,25.468,20.8234,25.8212,21.8875,18.022,26.0251,21.7766,NA,15.7866,19.8659,14.8746,25.2215,19.6698,18.1405,25.7923,NA,22.0866,24.1602
pan_gene_31178,14.0011,19.0425,16.2205,11.4307,8.07217,16.5051,11.3892,15.9962,10.9029,12.5545,13.1309,12.7246,11.2985,13.6289,15.6956,11.2345,18.2314,13.8803,10.9682,14.9591
pan_gene_31179,NA,0.743425,0.732823,0.560147,NA,0.859665,NA,0.762275,0.51337,1.24499,0.247246,0.359212,2.43653,1.116,1.06072,2.06891,2.03539,0.553897,0.93171,0.957485
pan_gene_3118,3.27387,1.90555,12.6701,8.43104,NA,1.01667,3.35186,7.80344,6.06168,NA,8.59118,1.66659,0.823333,1.60558,NA,1.039,3.9985,NA,0.738265,NA
