,B73,Tzi8,Ky21,Ms71,Oh7B,Oh43,M37W,Mo18W,NC350,HP301,Il14H,P39,CML69,Ki11,CML322,Ki3,CML103,Tx303,NC358,B97
pan_gene_194,22.22,22.22,23.094,18.8871,18.4354,18.6513,21.5077,22.5766,22.1388,20.2894,20.0209,16.6362,20.3023,23.5332,25.479,16.8159,24.8588,27.1128,25.9587,19.2556
pan_gene_195,NA,NA,NA,NA,NA,NA,NA,0.32253,NA,NA,NA,NA,NA,NA,NA,NA,0.227312,NA,0.668851,NA
pan_gene_196,NA,0,NA,NA,NA,NA,NA,0,0.0163839,0,NA,NA,0,0,0,NA,NA,0.106563,NA,0
pan_gene_197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_198,NA,0.428608,11.2706,13.7401,5.79959,20.8745,0.984866,1.49038,6.14165,2.92698,1.48818,14.5577,1.62641,5.72004,14.66,4.72484,9.6057,3.19995,11.7489,0.814539
pan_gene_199,82.7219,82.7219,19.109,16.5941,19.0213,16.9976,45.2769,21.7723,26.9896,20.4502,96.3315,13.0541,22.4694,23.7627,38.6303,18.2567,46.1192,42.5512,89.3466,23.0548
pan_gene_200,1.73452,1.73452,0.315446,1.00925,0.957749,0.608288,1.79288,0.888863,0.960043,0.949714,0.762856,0.200728,1.40489,0.536491,0.762241,1.21253,0.96694,1.9107,0.581608,1.6339
pan_gene_201,NA,4.28121,11.5429,9.39346,12.3059,11.5163,8.36231,8.83153,11.507,12.9437,16.6086,26.3523,4.68627,13.7998,16.9674,4.36381,20.3928,8.00329,16.1425,10.5657
pan_gene_202,NA,0,NA,0,NA,NA,NA,0.0367797,NA,NA,NA,0.186568,0.189101,NA,NA,NA,NA,NA,NA,NA
pan_gene_203,5.54144,5.54144,2.24848,3.84229,5.12099,3.13553,4.06921,7.08891,2.9047,3.84771,3.12953,3.44588,2.65142,5.15919,1.82982,2.70871,4.9447,3.21927,5.82779,5.39626
pan_gene_204,NA,NA,NA,1.26097,NA,1.33348,NA,NA,NA,NA,NA,NA,NA,2.8222,NA,NA,NA,NA,NA,3.09429
pan_gene_205,NA,42.7573,38.4232,38.7999,NA,6.94135,43.9181,40.8822,9.4881,44.9917,49.6207,60.8057,40.2375,11.4881,43.6991,37.657,44.0095,45.2321,42.8149,10.0743
pan_gene_206,NA,0.15728,NA,NA,NA,NA,NA,NA,NA,0.414882,0.377246,NA,NA,NA,NA,NA,0.0342176,NA,NA,0.110408
pan_gene_207,13.1023,13.1023,9.64788,10.9573,15.5283,11.0369,12.9771,12.5637,13.7568,12.8293,12.7641,8.47952,12.4713,15.034,12.5031,11.8843,12.7483,11.0859,12.9347,14.2444
pan_gene_208,NA,NA,NA,NA,NA,0.0913037,0.318279,NA,0.152577,NA,0.480087,NA,NA,NA,13.1479,NA,NA,NA,1.25648,NA
pan_gene_209,NA,NA,NA,NA,NA,NA,NA,11.057,NA,11.3003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_210,9.51582,9.51582,10.9343,18.2099,14.6047,20.2168,14.5939,13.6209,18.6245,14.3921,14.1222,23.9101,NA,12.2472,18.0446,11.3797,13.9577,18.3035,17.1279,13.3517
pan_gene_211,20.4491,20.4491,11.8304,16.3705,18.1703,16.9755,17.7217,17.1713,14.1593,24.1405,14.6139,17.9976,17.0541,24.3128,23.3349,16.4756,21.0434,25.5622,19.1792,23.7096
pan_gene_212,NA,NA,148.215,40.1965,NA,90.2127,NA,NA,86.2037,89.8662,131.155,NA,87.7518,NA,NA,NA,83.2474,141.375,NA,NA
pan_gene_214,11.4369,11.4369,8.3709,NA,13.2873,7.41557,6.59817,10.219,7.18312,10.4488,6.93102,5.70006,9.12651,9.62952,5.44907,7.04201,8.62869,16.471,7.18796,7.67219
pan_gene_215,NA,13.7061,18.6113,16.0951,19.873,15.3182,21.0793,16.4966,14.391,18.1392,21.1004,6.96024,27.5626,26.7607,25.1059,5.94494,41.9391,20.2382,27.7799,37.2748
pan_gene_216,NA,NA,13.4495,NA,NA,NA,42.0032,39.3012,NA,NA,NA,NA,18.2603,NA,NA,NA,NA,NA,NA,NA
pan_gene_217,90.2498,90.2498,63.694,61.0974,64.016,46.0237,69.359,73.4006,85.3066,71.4683,71.5528,50.0775,98.6671,75.0738,56.5944,91.9622,77.8267,99.6005,75.2632,76.7464
pan_gene_218,NA,0.340194,1.07862,1.0485,2.03427,2.11764,2.94198,2.88613,1.89763,2.7456,3.04493,0.746985,2.48426,5.54655,1.95809,3.44974,1.7997,3.35431,3.79867,1.94233
pan_gene_220,NA,0,0,NA,NA,0,0,0,0,0,0,NA,0.16445,NA,0.155037,NA,0,0.0643642,0,0
pan_gene_222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_223,NA,0.398053,0.925297,1.91771,0.853122,1.28581,1.31129,NA,1.66666,1.38614,NA,0.770523,0.922957,2.16304,0.961685,0.93834,1.65909,1.34574,1.54359,0.715644
pan_gene_224,NA,0,0,0,0,0,0,0,0.0430518,0.104974,0,0.0160073,0.084158,0.043477,0,0,NA,0,0.0498605,0.0346353
pan_gene_226,NA,NA,NA,NA,0.0196909,NA,0,NA,NA,NA,NA,3.2801,NA,NA,NA,NA,NA,NA,0,NA
pan_gene_227,NA,NA,NA,0.0165626,1.27332,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
pan_gene_228,NA,0.736928,0.0416139,0.022375,0.448937,0.0294768,0.144333,0.118141,0.0443782,0,0,0,0.0422208,0.163641,0,0.339019,0,0.520109,0,1.12008
pan_gene_230,NA,NA,NA,0.205167,3.08171,NA,NA,2.04933,1.42026,NA,1.50123,NA,1.76225,NA,NA,1.20456,NA,NA,NA,NA
pan_gene_231,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
pan_gene_232,NA,11.0088,9.9467,5.53656,11.3528,8.72486,7.95557,9.7314,9.77331,9.27526,12.5947,7.66666,11.4592,12.4199,9.80704,11.8115,7.64426,12.5066,10.2514,8.51563
pan_gene_233,NA,1.32168,0.625758,0.166677,2.23717,0.049387,1.96031,1.33515,0.351049,2.59222,1.79902,2.64551,NA,0,5.59395,1.60493,2.77912,0.0821717,2.88599,2.0517
pan_gene_234,NA,0.379144,NA,NA,NA,NA,0.099142,NA,NA,NA,0,NA,NA,0.342518,0.14942,NA,0,0.714536,NA,NA
pan_gene_238,NA,43.3493,NA,31.6709,40.0372,48.5917,42.0956,49.0732,44.0239,46.7238,46.7537,44.7052,31.1937,29.3348,48.9379,55.3685,54.6969,42.7669,40.322,39.6924
pan_gene_239,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0.177578,NA,NA,0,NA,NA,NA,NA
pan_gene_240,17.7638,17.7638,15.1972,15.71,19.6398,15.7588,16.9897,17.7024,18.2722,19.3788,15.5521,NA,16.6794,17.8947,18.3335,13.0718,17.837,17.3725,20.3087,16.7449
pan_gene_241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_242,3.09228,3.09228,5.57131,4.97525,6.5639,7.61584,9.02462,6.2433,4.59924,NA,5.48508,18.8817,9.82289,4.50197,6.38149,6.12629,3.84407,8.75216,3.84383,2.88067
pan_gene_244,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
pan_gene_245,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_246,NA,2.09823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71606,NA,NA,NA,NA,1.19035,NA
pan_gene_247,NA,46.4284,NA,42.3794,55.3511,42.4644,34.9883,41.9547,43.3329,42.6889,39.0162,NA,67.1248,NA,36.3843,48.4138,32.4876,56.5397,36.447,NA
pan_gene_248,NA,NA,10.9794,14.2779,53.3902,58.2407,NA,NA,NA,NA,NA,73.7276,6.08307,18.6679,NA,7.72078,NA,NA,23.319,19.6499
pan_gene_250,2.41559,2.41559,4.04546,3.72066,5.12787,5.57143,6.93331,4.4919,3.40351,3.78173,4.43383,8.58242,7.76953,3.43,4.81267,4.53437,3.03033,6.44526,2.88836,2.05011
pan_gene_251,NA,0.611555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
pan_gene_253,NA,4.68071,29.3794,41.2929,5.26016,16.2582,3.37205,17.8511,21.0036,0.950322,0.800144,19.8863,8.80454,NA,9.13015,1.32792,3.55022,8.98155,18.4457,1.18032
pan_gene_256,NA,119.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_257,NA,1.61367,1.19021,0.171548,0.148287,0.661396,0.579369,0,0.311943,1.46435,4.34687,0.34071,0,2.43131,0.0509134,0,0.21334,0.593031,1.81579,0
pan_gene_258,NA,3.34634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
pan_gene_262,NA,NA,0,NA,NA,0.0442391,0.165237,0.246231,NA,NA,0,NA,0.0793109,NA,NA,0,NA,0,NA,0
pan_gene_264,NA,0.053426,0.208113,NA,2.83233,0.736025,0.170847,2.92924,1.27596,0.160681,2.07544,0.11879,0.288072,1.39771,2.01972,1.48527,0.210752,0.769873,0.0499596,0.169842
pan_gene_265,NA,0,NA,0.113388,NA,0.465407,NA,NA,NA,NA,NA,0.0993111,NA,NA,NA,0,NA,NA,NA,NA
pan_gene_266,35.4107,35.4107,41.642,58.0722,42.3817,41.3888,40.1841,38.2109,40.4324,44.153,47.0915,40.1931,33.9892,37.0719,36.3208,15.3543,39.2867,29.2688,43.7488,40.3442
pan_gene_267,NA,NA,NA,NA,NA,NA,NA,138.962,130.91,NA,NA,NA,112.697,151.946,132.498,87.7449,131.916,156.696,174.415,NA
pan_gene_268,26.451,26.451,17.0547,21.7542,18.4606,13.3689,22.7888,17.6699,17.2453,25.7815,27.8196,11.9242,25.7512,26.7579,20.4932,18.3628,30.1261,19.5253,22.626,45.8699
pan_gene_269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0565949,0.157294,0,0.0517655,0,0,NA,NA,0.144686
pan_gene_270,NA,NA,NA,0.0314025,0,0,NA,NA,NA,NA,NA,NA,0.0395803,0,0.0373324,NA,NA,NA,NA,0
pan_gene_271,10.8076,10.8076,3.44095,10.0989,4.63452,6.28964,4.39324,8.94263,11.5283,4.8032,7.109,6.38207,4.85458,10.9648,6.98946,3.74521,12.5166,7.10701,11.2566,11.065
pan_gene_273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_274,1.44117,1.44117,2.07504,3.62369,4.47201,2.91645,4.38337,4.61608,2.96462,1.49193,3.11131,3.19839,2.44961,NA,3.52443,1.48467,3.33211,2.66751,2.32922,4.04443
pan_gene_277,NA,5.60989,6.44637,19.6626,10.1552,32.687,5.28609,10.6834,14.3112,4.91816,5.09534,26.4816,5.06773,8.30246,14.8742,1.85986,4.43335,6.02377,9.58084,2.11498
pan_gene_278,0.0587227,0.0587227,0.527512,0.0180104,NA,0.259931,0.0608276,NA,0.0907936,NA,0.214369,0.140996,0.025647,0,0.0221165,0,0,0.0275231,NA,0.213532
pan_gene_279,NA,0,0.323972,0.325678,NA,0,0,0.0451291,11.5172,0.010645,NA,NA,0,0,NA,0.196877,0.0831079,0,0,0
pan_gene_280,NA,3.65294,10.8147,9.54666,7.94238,NA,9.8614,4.02095,NA,20.066,2.16909,13.8237,2.84971,6.41582,7.64485,1.93123,9.29028,15.7218,19.8874,4.08672
pan_gene_281,NA,0,0,0.0988589,0,0,NA,NA,0.0179557,0,NA,0.0731936,0.0509395,NA,0,0.093897,0,0,0.0408613,NA
pan_gene_282,NA,8.85765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_283,8.07022,8.07022,11.2724,9.31553,6.81177,7.5466,7.44513,7.15853,7.81227,7.31695,5.52372,5.0245,6.49106,NA,5.89286,NA,12.6043,8.00381,9.52548,7.20044
pan_gene_284,NA,4.87001,11.656,NA,8.93469,6.35252,8.58945,NA,7.02309,NA,14.8764,NA,NA,NA,8.4203,5.38254,NA,16.3014,NA,NA
pan_gene_287,NA,0.0142956,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.0692837,NA,NA,0.104974,NA,NA,NA,NA
pan_gene_289,0.134966,0.134966,NA,NA,1.53023,2.73421,1.49486,3.1431,1.41746,3.17595,1.55942,1.68716,0.490775,NA,0.436657,1.02513,2.42189,2.08506,2.38357,3.74241
pan_gene_290,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_292,2.6624,2.6624,NA,NA,4.33478,3.63543,0.72861,1.34768,NA,2.93086,NA,NA,NA,NA,1.29269,2.72721,4.23407,NA,NA,NA
pan_gene_294,NA,NA,NA,NA,NA,2.27479,2.76392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52677,NA
pan_gene_296,NA,NA,2.0994,NA,NA,NA,5.10256,NA,5.34577,NA,NA,NA,NA,NA,NA,NA,NA,5.27999,9.09033,NA
pan_gene_297,30.418,30.418,20.8684,19.6942,30.3232,19.8827,24.7422,27.9657,29.9277,25.6944,29.3765,30.8612,29.9368,34.6269,30.7791,33.6622,33.9084,34.0741,23.5659,37.3675
pan_gene_298,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_299,NA,0,0.0383238,0.132501,0.220706,0.1703,0,0.266322,0.697993,0.105202,0.148963,0.0423222,0.248774,0.0962503,0.146414,0.104115,0.108385,0.0435026,0.186606,0.219912
pan_gene_300,NA,0.241858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.342382,NA,0.38883
pan_gene_301,NA,NA,NA,0.088744,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
pan_gene_302,NA,NA,21.5797,18.2479,14.4834,12.9932,19.0148,14.7876,21.2099,13.7515,22.3284,14.9288,21.811,17.2941,17.1833,19.1665,25.9875,18.9248,20.8448,16.3912
pan_gene_303,48.1945,48.1945,55.2151,55.0759,35.593,11.8479,57.7386,39.6346,52.3337,54.6166,78.5748,56.5596,NA,72.599,68.9325,48.4871,54.7587,80.9483,41.0173,66.8765
pan_gene_304,NA,0,NA,NA,NA,NA,1.13202,NA,NA,NA,2.43752,1.52699,NA,NA,NA,NA,2.83341,NA,NA,3.36227
pan_gene_305,8.63683,8.63683,9.2353,5.34406,6.57295,5.25527,11.0102,8.56258,5.36089,6.57747,7.01491,4.39425,8.15618,7.21159,5.14528,9.48678,7.42671,8.78417,11.8761,13.0432
pan_gene_307,12.7243,12.7243,19.036,29.8414,11.9353,12.7412,39.5313,19.3013,26.1352,22.369,35.7741,19.7073,45.5009,33.1659,18.066,36.2628,28.9425,14.6238,33.5841,49.5408
pan_gene_308,NA,0.286016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_309,NA,NA,14.7059,NA,26.0597,14.0238,10.9516,13.3073,11.1005,24.0665,12.4719,16.958,12.6756,9.6944,8.38592,NA,14.7296,7.86658,15.5837,11.0248
pan_gene_310,10.4675,10.4675,10.0839,11.6415,7.20862,11.3309,14.6307,7.25122,11.3353,15.0663,18.9507,11.2064,24.335,18.3325,14.1874,8.97502,10.6858,8.84317,11.6503,20.5481
pan_gene_311,NA,NA,NA,NA,NA,NA,NA,0.154345,NA,0.170883,NA,NA,0.407737,NA,NA,NA,NA,NA,NA,NA
pan_gene_313,NA,NA,NA,NA,NA,NA,0,NA,NA,0.0567277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_317,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA
pan_gene_318,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_319,NA,NA,16.3664,NA,31.4597,37.431,13.9354,NA,NA,NA,NA,23.2529,22.5709,NA,NA,23.311,39.2764,NA,28.2752,26.9047
pan_gene_321,NA,NA,NA,NA,NA,NA,NA,0.178111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
pan_gene_323,NA,1.30576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_324,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
pan_gene_325,NA,2.29333,NA,0.341146,7.04998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.10918,NA,NA,0.354302
pan_gene_326,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
pan_gene_327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.481494,NA,NA,NA,NA,NA
pan_gene_330,0,0,0.0656922,0.310683,0.0461501,0.11265,0.587558,0.0448694,0,0.21761,0,0.0759897,NA,0,0.260697,0,NA,0.0915278,0,0
pan_gene_331,NA,NA,NA,NA,NA,0,NA,0.0978741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_332,NA,0.0781702,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.175873,NA,NA
pan_gene_333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_334,NA,14.2375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_335,198.879,198.879,62.4149,110.072,95.1388,175.643,95.4539,101.007,84.4036,94.3832,168.201,78.6422,NA,158.694,86.6986,77.5323,105.984,62.0326,136.791,89.7301
pan_gene_336,NA,1.34799,NA,0.952474,NA,NA,NA,NA,NA,NA,0,1.48427,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_338,NA,0,NA,NA,NA,0.0122493,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
pan_gene_340,NA,26.141,11.1948,40.4825,28.4373,NA,NA,NA,24.0861,18.9842,NA,NA,5.64908,25.3262,25.1288,16.1135,10.2577,40.9123,29.3872,6.21047
pan_gene_341,43.1185,43.1185,42.5974,41.7765,38.1826,38.0303,35.0534,42.3419,32.4718,45.2918,28.2642,35.5082,39.0306,64.8746,32.8306,23.379,57.2919,38.8799,49.0591,61.9927
pan_gene_342,NA,NA,11.7394,12.5615,12.5053,10.7047,14.0369,10.5631,13.2247,12.4515,13.1653,9.27833,13.1308,16.6973,11.2046,12.1403,14.7155,12.0826,13.2403,13.9222
pan_gene_343,NA,0.0498304,NA,0.033021,0,0.068985,NA,0,NA,0,0,NA,NA,0,NA,0,0.0542268,NA,0,0.1064
pan_gene_344,NA,0,NA,NA,0,NA,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0
pan_gene_345,NA,NA,NA,NA,5.74907,NA,1.07945,NA,NA,NA,NA,NA,NA,8.90734,NA,NA,18.4877,NA,NA,NA
pan_gene_346,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
pan_gene_347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.251284,NA,NA,NA,NA,NA,0.119877
pan_gene_348,0.128488,NA,1.7541,1.36314,2.05791,1.42773,NA,1.90482,2.17628,2.75616,2.85076,1.52505,1.05896,3.29078,0.262158,1.23022,0.798326,2.2308,2.79196,3.31064
pan_gene_349,NA,NA,0.841586,0.375364,NA,6.67916,0.231717,2.19652,0.566843,0.136738,0.0634178,2.17717,0.115249,0.252672,0.266419,0.896561,0.539782,0.125537,NA,NA
pan_gene_350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_351,5.9647,5.9647,0.135079,NA,4.10035,2.52411,NA,5.2822,4.734,0.059152,0.06262,5.30214,7.3461,NA,6.60916,8.6355,5.94073,0.302404,4.3933,NA
pan_gene_353,0.0670794,0.0670794,NA,0.0165209,0.0871392,NA,NA,0.0222357,0.00840874,0.018854,NA,NA,NA,0.0462575,0.228636,0,0.022879,0.0221421,0,0
pan_gene_354,NA,1.76017,NA,1.9005,1.99997,NA,NA,1.87267,NA,NA,NA,2.75946,NA,2.06938,2.52579,2.00617,5.48999,NA,3.61048,2.53895
pan_gene_355,NA,6.67192,2.296,4.39654,6.47923,3.50838,5.80779,6.47595,8.59706,3.38732,1.64511,4.77883,NA,3.80179,1.74135,5.42607,1.77703,6.65921,7.88465,5.46811
pan_gene_356,18.6618,18.6618,12.9388,12.097,19.6071,15.0267,14.2837,13.9283,16.4972,16.5955,10.9954,11.7297,15.1868,16.165,11.618,12.5246,14.6552,14.1811,16.9409,17.855
pan_gene_357,NA,0.717831,NA,NA,1.16706,NA,NA,NA,1.31049,NA,NA,NA,NA,1.13564,NA,0.284411,NA,0.217343,NA,0.974488
pan_gene_358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_361,NA,0.285047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_363,16.6568,16.6568,12.6132,15.2493,7.54307,5.09653,8.25564,16.7488,15.2854,7.90103,10.7213,12.4679,8.10335,13.3054,6.61863,10.3566,8.01804,3.84417,6.01702,11.0533
pan_gene_364,NA,0.493603,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4129,NA,NA,NA,NA,NA,NA,0.117064,5.42572
pan_gene_365,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA
pan_gene_367,0.0426769,0.0426769,NA,0.792088,0.477836,NA,NA,0.332586,NA,NA,NA,NA,0.0325653,0,NA,0.0984556,NA,NA,0.881313,0
pan_gene_368,NA,NA,NA,NA,NA,NA,25.1076,NA,NA,NA,23.0354,NA,29.2424,25.2111,20.1513,25.6081,NA,NA,22.9395,NA
pan_gene_369,NA,0.320775,4.18027,1.91332,0.669059,1.17859,0.965524,1.43313,1.97894,1.73805,2.22231,0.961576,2.32365,1.63326,1.26288,0.866631,7.97047,2.15742,2.32714,2.31271
pan_gene_370,NA,NA,NA,NA,NA,NA,2.50183,17.4069,6.50216,NA,NA,NA,NA,NA,NA,13.7084,NA,NA,NA,NA
pan_gene_371,NA,20.0071,43.2538,NA,96.4331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_372,4.50409,4.50409,4.75596,5.15863,6.81303,5.9319,6.22701,5.97585,4.09763,3.81736,4.21543,4.87112,3.97037,6.15519,3.41336,3.99054,4.82027,3.66626,5.55051,4.44234
pan_gene_373,NA,11.2118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_374,0.0383645,NA,NA,NA,0,NA,NA,NA,0.0277457,0,0,0.762038,0,NA,0.14906,NA,0,0,NA,0.101825
pan_gene_378,NA,0.108702,NA,NA,NA,NA,NA,0.0457767,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA
pan_gene_381,NA,42.7084,277.99,177.007,243.01,203.24,57.3707,128.085,161.516,94.6169,104.679,380.596,NA,53.9004,255.593,50.983,228.19,327.205,286.75,40.1421
pan_gene_382,NA,0,NA,NA,8.51872,NA,0.0855689,NA,1.99383,1.15346,NA,NA,0.310792,NA,NA,0.763602,NA,NA,4.11349,NA
pan_gene_383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.01745,NA,NA,NA,NA,NA,9.55245,NA,NA
pan_gene_384,NA,NA,NA,NA,15.5585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8754,NA,NA,NA
pan_gene_385,11.9745,11.9745,48.3546,28.8749,20.1399,26.737,14.7104,46.4734,18.0242,9.46539,12.3972,12.6601,12.0931,30.4436,24.0246,10.5666,23.0333,23.7794,35.5765,22.7542
pan_gene_386,9.96277,9.96277,7.45391,11.7287,12.0357,9.57805,10.1454,8.53143,12.0236,9.33466,9.30271,10.2201,7.48036,10.633,12.0883,10.668,10.663,10.0005,9.75706,8.05404
pan_gene_387,NA,7.99668,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594744,NA,0.770999,NA,NA,NA,5.99631,NA,NA
pan_gene_388,NA,0.0339459,NA,0.0693093,NA,0.0785962,3.74059,5.52817,0.611408,0.0368687,0,0.0841703,NA,2.05309,0.257988,4.54625,NA,0,4.4572,0
pan_gene_389,NA,NA,21.4245,NA,17.7859,NA,19.024,12.8436,NA,20.583,NA,NA,12.6212,17.5803,NA,12.0869,NA,NA,20.8493,NA
pan_gene_390,NA,4.92627,5.30354,2.74876,3.59447,7.57237,6.45564,3.92387,4.11103,4.51337,4.38925,2.37865,4.23349,5.4526,3.013,4.78393,6.91846,3.93375,2.28969,6.9624
pan_gene_391,1.1748,1.1748,NA,2.55984,4.11861,NA,3.84346,3.56496,NA,2.5263,2.45291,2.72853,2.32834,NA,2.51847,NA,1.9527,2.92407,NA,NA
pan_gene_392,NA,0,0,0,0.0448907,0.0673181,0,0.148993,0.0311943,0.0197414,0,0,0.0575879,0,0.12035,0,0,0.132852,0.0540811,0
pan_gene_395,NA,NA,NA,0.0225478,NA,0.0270075,NA,NA,0.0581709,0.0453291,NA,NA,NA,NA,NA,NA,NA,0.0137975,NA,0
pan_gene_396,NA,5.78433,3.26639,4.00392,6.03477,4.49824,3.81391,5.42366,5.29147,6.05379,3.58318,4.38411,3.90409,4.6847,NA,2.96856,5.00333,3.90058,5.72109,6.11655
pan_gene_397,NA,0.0208509,0.035102,NA,0,NA,NA,0,NA,0.0215457,NA,0.0348613,0.0804997,0.0374831,NA,0.0666096,NA,NA,0.0536959,NA
pan_gene_398,NA,10.0333,NA,NA,NA,NA,6.69632,NA,10.3559,12.4817,NA,6.16815,NA,21.8151,NA,6.62437,14.387,NA,NA,NA
pan_gene_399,14.4756,14.4756,20.8411,18.563,22.3815,16.9112,21.859,23.9439,18.4493,17.8772,15.7658,11.6845,14.0547,18.7342,14.9677,16.43,16.5798,16.5336,20.0279,17.3778
pan_gene_400,NA,NA,NA,10.18,NA,NA,11.6896,12.2766,13.3184,17.5135,NA,NA,11.0847,NA,14.0743,11.1378,17.0065,8.83086,NA,16.7516
pan_gene_402,NA,0,0.280119,0.292682,0.106725,0.646002,0,0.0404704,0.0879402,0.0720914,0.142863,0.21526,0.108401,0,0.341956,0.10529,0.0993107,0.211057,0.173908,0
pan_gene_404,NA,NA,26.298,NA,NA,18.8291,NA,NA,NA,NA,NA,15.9987,NA,NA,NA,NA,NA,NA,NA,NA
