,pan,B73,Tzi8,Ky21,M162W,Ms71,Oh7B,Oh43,M37W,Mo18W,NC350,HP301,Il14H,P39,CML52,CML69,Ki11,CML228,CML247,CML277,CML322,CML333,Ki3,CML103,Tx303,NC358,B97
13441,pan_gene_26035,0.7595,0.5748,0.6118,0.5697,0.6591,0.6087,0.6301,0.5884,0.67,0.6137,0.6283,0.5413,0.6842,0.6929,0.6692,0.6347,0.7433,0.721,0.6734,0.6873,0.6404,0.6495,0.5512,0.5823,0.6425,0.6931
13443,pan_gene_26037,NA,NA,0.5528,NA,NA,NA,0.7196,NA,0.6847,NA,NA,NA,0.7277,0.8273,NA,NA,0.8846,0.7122,NA,0.6221,NA,0.641,NA,NA,0.679,0.7696
13468,pan_gene_26068,0.0101,0.0041,0,0.0028,0.0165,0.0014,0.0028,0.0556,0.0014,0.0168,0.2194,0,0.0174,0.0097,0.0027,0.0371,0.0103,0.0094,0.0029,0.0013,0.0019,0.0845,0.0055,0.0044,0.0063,0.0029
13550,pan_gene_26175,NA,0,0,NA,0,0.0035,0.002,NA,0,0,0,0.0201,0,0.0488,0.2552,NA,0,0,NA,0,0,0,NA,0,0,0
13571,pan_gene_26197,0.0018,0,0,0,0.0033,0.004,0.0152,0.0233,0,0,0.0136,0.0077,0.0018,0,0.0046,0.1278,0.0025,0.0254,0.0092,0.0049,0,0.0128,0.6462,0.0054,0.0031,0
13598,pan_gene_26226,0.0098,0,0.0062,0.0148,NA,0.2033,9e-04,NA,0.004,0.0068,NA,NA,0.0418,0.0121,0,NA,0.0263,0.0015,0,0.0199,0,NA,NA,0,0.0076,NA
13611,pan_gene_26240,0.6276,NA,0.64,0.6769,0.6453,0.6826,0.6772,0.6225,NA,0.6155,0.6195,0.5969,NA,0.6823,0.6981,0.6476,0.7566,0.6178,0.7059,0.6063,0.6701,0.6943,0.5624,0.632,0.6476,0.5369
13615,pan_gene_26244,NA,NA,NA,NA,NA,NA,NA,NA,0.7117,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13636,pan_gene_26279,0.0019,0.0027,NA,0,0.0022,0,0,NA,NA,NA,0.442,NA,NA,NA,0.0029,NA,NA,0.4262,0.0156,0,NA,0.0438,NA,0,0.0018,NA
13639,pan_gene_26281,0.4476,NA,0.322,0.4904,0.5974,0.6979,0.7099,0.4583,0.1246,NA,0.6059,0.5,0.4744,0.4887,0.4,NA,NA,0.5521,NA,0.7,NA,0.6714,NA,NA,NA,NA
13640,pan_gene_26282,0.0082,0.0046,0,0.0041,0.0137,0.003,0.0025,0.2335,0.0131,0.0044,0.0047,0.0532,0.007,0.0071,0.0083,0.0067,0.0103,0.0064,0.0026,0.0031,0.004,0.0743,0.0199,0.0392,0.0204,0.0193
13666,pan_gene_26311,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,NA,NA,0.0018,0.0926,0.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA
13698,pan_gene_26351,0.0254,0,0.2815,0.4406,0.0554,0.3298,0.4219,0.3672,0,0.3555,0.0129,0.0189,0.0368,0.4857,0.0447,0.0184,0.4473,0.0171,0.3763,0.3413,0.0065,0.018,0.4445,0.3726,0.4281,0.2733
13857,pan_gene_26544,0.2316,0.1862,0.0085,0.0164,0.0024,0.0071,0.0042,0.2072,0.0021,0.0075,0.0026,0.0029,0.2737,0.0039,0.0021,0.0036,0.0051,0.348,9e-04,0.0031,0.0038,0.0043,0.2543,0.0045,0.0091,0.0057
13876,pan_gene_26569,0.0646,0,0.0159,0.3753,0.0092,NA,0.0314,0.0138,0.0082,0.0988,0.015,0.0586,0.1039,0.0014,0.0056,NA,0.0401,NA,0.0523,0.0129,NA,0.0194,0.0504,0.0095,0.0089,0.0139
13910,pan_gene_26604,0,0.0215,0.0114,0,0,0,0,0.6422,0,0,0.0021,0,0,0.2527,0,0.0046,0.0955,0,0,0.6,0.0087,0.1843,0.0038,0,0.0023,0.0046
13972,pan_gene_26686,0.4257,0.0014,0.0012,NA,0.0118,0.0044,0.2864,0.1966,0.4137,0.4404,0.367,0.2058,0.0679,0.0046,0.0032,0.3422,0.0264,NA,0.3357,0.015,0.0038,0.3776,0.4259,0.4561,0.014,0.3337
13997,pan_gene_26711,NA,NA,NA,0.0457,0.0102,0.0095,NA,0.0054,0.0115,NA,0.0459,0.0169,NA,0.0035,NA,NA,0.217,NA,NA,NA,NA,0.0572,NA,NA,NA,NA
14019,pan_gene_26738,0.1737,0.1706,0.0062,0.0026,0.1893,0.0671,0.1978,0.01,0.185,0.1777,0.0014,0.1924,0.0317,0.0143,NA,0.0131,0.2134,0.1689,0.2319,0.164,0.1465,0.0055,0.2013,0.0028,0.0044,0.1738
14052,pan_gene_26776,0,0.1229,0.001,0.001,0.0519,0.005,0.0015,0,0,0.0016,0.2801,0.0147,0.0102,7e-04,0,0,0.0179,0,0.0046,0.0014,0.0015,8e-04,0.0014,0,0.002,0.0173
14063,pan_gene_26788,0.0064,0.0023,0.0017,0.0025,0.0181,0.0116,0.001,0,0.0017,0.014,0.0011,0.7536,0.026,0.0029,0.0037,0.0309,0.0169,0.0137,0.011,0.0741,0.0063,0.0313,0.0099,0.007,0.017,0
14065,pan_gene_26790,0.0191,0.0292,0.01,0.0127,0.0344,0.0093,NA,0.0088,0.1077,0.0373,NA,0.0051,0.0327,0.0089,0.0354,0.0728,NA,NA,0.0155,0.0221,NA,0.0079,0.4118,0.0467,NA,NA
14213,pan_gene_26967,0.0056,0.0023,0.0059,0.008,0.0172,0.0116,0.0273,0.0056,0.0168,0.2674,0.0247,0.0259,0.0127,0.0091,0.035,0.0219,0.0479,0.0145,0.4483,0.021,0.0128,0.0867,0.0284,0.0086,0.0128,0.0126
14258,pan_gene_27041,NA,0.7573,0.6138,0.5922,0.5242,NA,0.7606,NA,NA,0.7487,NA,NA,0.6909,NA,NA,NA,NA,NA,NA,NA,0.6622,NA,NA,NA,NA,NA
14264,pan_gene_27049,0.0026,0,0.0015,0.0014,0.0034,0.0023,0.0021,0.0017,0,0.0015,0.0015,0.0067,0.0142,0.0034,0,0.0256,0.2654,0,0.0029,0.0099,0,0.0058,0.005,0.0015,0.0027,0.0012
14278,pan_gene_27064,0.1661,0.0024,0.2138,0.1033,0.0089,0.0036,0.0016,0.1844,0.0034,0.0854,0.0982,0.1341,0.0043,0.0476,0.1736,0,0.0842,NA,0.0027,0.1298,0.0041,0.1262,0.1824,0.1382,0.0086,0.0228
14291,pan_gene_27079,0.0313,0.011,0.0225,0.0407,0.0375,NA,0.0285,0.0233,0.0503,0.0714,0.0559,0.0244,0.0376,0.0314,0.0309,0.0757,0.1036,0.0576,0.0214,0.0374,0.038,0.0283,0.2287,0.0272,0.0241,0.0433
14292,pan_gene_2708,0,0,0.2523,0.0045,0,0.0025,9e-04,0,0,NA,0,0.002,0,NA,0,0,NA,0,0.005,0.0057,NA,0.03,0,0,0.002,0.0032
14294,pan_gene_27081,0.0054,0,0,0,0.0047,9e-04,0.0076,0.0057,0.0074,0.0024,0.0073,0,0.0041,0.0016,0.0026,0.0267,0.0046,0.2819,0.0158,0.0122,9e-04,0.0048,0.0033,0.0011,0.012,0.0028
14304,pan_gene_27093,NA,NA,NA,0.1785,NA,0.0084,NA,NA,NA,NA,NA,0.0033,0.203,NA,NA,NA,NA,0.407,NA,NA,NA,NA,NA,NA,NA,0.0099
14344,pan_gene_27146,0.0017,0,0.1045,0,0,0,7e-04,0.3673,0,0.0017,0.0018,0.0021,0.2477,0.003,0,0,NA,0.3955,0.2681,0,0,0.2396,0.0122,0.0019,0.0038,0
14378,pan_gene_27179,0.008,0.0019,0.0067,0.0087,0.232,0.0676,0.01,0.0014,0.0077,0.0142,0.0029,0.0045,0.0027,0,0.0106,0.0075,0.0092,0.0029,0.0141,0.0057,0.0056,0.0055,0.0079,0.0067,0.0037,0.0039
14387,pan_gene_27189,0.0191,0.0055,0.0172,0,0.0706,0.0262,0.0188,0.0039,0.2367,0.0226,0.0012,0.0029,0.0018,0.0245,7e-04,0.0179,0.1458,0.0204,0.0354,0.0345,0.0134,0.035,0.0423,0.0587,0.004,0.2438
14417,pan_gene_27229,0.121,0.2622,0.1229,0.1709,0.1102,0.046,0.1905,0.1279,0.2073,0.2194,0.1878,NA,0.1447,0.2904,0.2803,0.1431,0.2604,0.1941,0.1056,0.112,0.1798,0.2548,0.2154,0.1574,0.2185,NA
14486,pan_gene_27307,0.5128,0.552,0.6062,0.6486,0.4906,0.4283,0.4147,0.3529,0.6151,0.589,0.6947,0.5751,0.435,0.6978,0.7684,0.6959,0.651,0.6191,0.6745,0.7602,0.6645,0.6461,0.6698,0.5213,0.6218,0.687
14488,pan_gene_27309,0.031,0,NA,0.2418,0.0115,0.1567,0,0.1142,0.002,0,0.0016,0.0085,0,0.001,0.3164,0.008,0.0036,0,0.002,0,0.2343,0.0243,0.0013,0.0238,0.016,0
14511,pan_gene_27336,0.0021,0.0103,0.0581,0.0111,0.007,0.0163,0.0338,0.0125,0.0153,0.0098,0.0136,0.2454,0.3062,NA,0.0067,0.0069,0.0318,0.0031,0.0067,0.0031,0.0031,0.0034,0.0205,0.0073,0.0048,0.0055
14573,pan_gene_27405,9e-04,NA,0.1013,7e-04,0.001,0.1521,0.1592,0.0023,0.0027,0.0047,0.1211,0.0039,NA,NA,0.0024,NA,0.0029,6e-04,NA,0.064,0.0819,0.1426,0.2015,0.21,7e-04,NA
14585,pan_gene_27420,0.0453,0.0036,0.0861,NA,0.0382,0.0588,0.0235,NA,0.055,NA,0.0342,NA,0.1858,0.0826,NA,NA,0.0874,NA,NA,0.0459,0.0401,0.3934,0.0297,0.1263,0.0851,0.0827
14623,pan_gene_27465,8e-04,0.0021,0.1562,0.2386,0.0138,0.0017,0,0,0.0198,0.003,0.0025,0.0075,0.002,0.0043,0.0119,0.1588,0.0042,0.0013,0.0063,0.0031,0.096,0.0284,0.2464,0.0012,0.0021,0
14714,pan_gene_27581,NA,NA,0.5862,NA,NA,0.6171,NA,NA,NA,0.7653,0.6786,0.698,NA,0.6975,NA,NA,0.6236,NA,NA,0.5516,NA,0.7341,0.6781,0.7143,NA,0.7304
14809,pan_gene_27697,0.0043,0,0.0016,0,0.0016,0.0013,0.0023,0.0016,0,0,0,0.0019,0.0044,0.0023,0.2057,0,0.2871,0.0011,0,0,0.0017,0,NA,NA,0.0033,0
14846,pan_gene_27737,0.0233,0,0.0019,0.0211,0.0048,0.0083,0.0055,0.0251,0.0262,0.0103,0.0135,0.0179,0.0075,0.006,0.0067,0.0193,0.0104,0.0133,0.0098,0.0096,0.2016,0.013,0.0236,0.0099,0.0323,0.027
14895,pan_gene_27833,0,0.0015,0.0999,0.0011,NA,0.0012,0.0061,0.244,NA,0,NA,NA,NA,NA,NA,0.0031,8e-04,0,0.0063,0.0024,0.0014,0.0291,NA,0.0019,0.0017,0
14902,pan_gene_27842,0.7251,0.7436,0.6904,0.7311,0.6757,0.7168,0.7785,0.7341,0.7277,0.7085,0.7778,0.0094,0.7259,0.7515,0.7456,0.7206,0.7955,NA,0.7642,0.6678,0.6683,0.7216,0.739,0.7281,0.6743,0.3765
14922,pan_gene_27861,0.1366,0.0064,0.0055,NA,0.0016,0.0034,0.0015,0.0082,0.0021,0.0031,0.2058,0.0015,0.0053,0.0016,0.1856,0.0175,NA,0.0046,0.0027,0.0071,0,0.0053,NA,0.0035,0.0056,0.002
14966,pan_gene_27912,0.4142,0.0065,0.0062,0.5667,0.0185,0.0218,0.0365,0.2021,0.0375,0.0304,0.1357,0.0342,0.0602,0.0228,0.0126,0.0185,0.0703,0.0282,0.0182,0.0233,0.3805,0.0163,0.4167,0.0165,0.0323,0.0424
14993,pan_gene_27939,0.6066,NA,NA,0.0018,NA,7e-04,NA,NA,8e-04,NA,0.0034,NA,NA,NA,NA,0.1336,0.3795,0.089,0.5564,NA,0.0053,NA,0,NA,0.0023,0.0773
15012,pan_gene_27959,0.0066,0,0,NA,0,0,0.0142,0,0.0045,0,0.0167,0.0049,0.0074,NA,0.0298,0.3972,0.0561,NA,0.0022,NA,0.006,0.5153,0.0074,NA,NA,NA
15023,pan_gene_27973,0,0.0043,0.0029,0.0032,8e-04,0.0021,0.0012,0.0082,0.0055,8e-04,8e-04,0.0379,0.0016,0.0043,0,0.0066,0.0398,0.0077,0.2198,0.0022,0.0054,0.0374,NA,0.0027,0.0158,0.0038
15058,pan_gene_28006,0.2234,0.0041,0.0035,0.0082,0.0253,0.0214,NA,0.0524,0.0172,NA,0.0355,0.0377,0.0886,0.1548,NA,0.0811,0.1333,0.0453,0.0107,0.0852,0.0326,0.1176,0.0694,0.2447,0.018,0.3188
15068,pan_gene_28018,0.0067,0,0.0184,0.0038,0.1011,0.016,0.0071,0.0041,0.0026,0.0076,0.2557,0.0115,0.0275,NA,0.0372,NA,0.0081,0.0017,0.0035,NA,0,0.403,0.0077,NA,0.0107,0.256
15076,pan_gene_28026,0.5917,0.004,0.2176,NA,0.0049,0.0063,0.0064,0.0037,0.0055,0.0017,0.0032,NA,0.0094,0.0011,NA,0.006,0.0082,0.0012,0.0082,0.0033,0.0011,0.0536,0.0067,NA,0.0042,NA
15120,pan_gene_28078,0.0051,0.0024,NA,NA,NA,NA,0.0012,0.0055,NA,NA,NA,NA,NA,0.0074,0.006,0.0208,0.0506,0.0039,0.0028,0.0075,0.0026,0.3216,NA,0.0104,NA,0.0091
15141,pan_gene_28102,NA,NA,NA,0.6864,NA,NA,NA,NA,NA,NA,NA,NA,0.7143,NA,NA,NA,0.6709,NA,NA,NA,0.7143,0.2504,NA,NA,NA,0.7143
15144,pan_gene_28106,0.4744,0.6853,0.7023,0.6814,0.6505,0.625,0.6757,0.6538,NA,0.6316,0.5705,NA,NA,0.5925,0.494,NA,NA,0.6212,NA,0.6145,NA,NA,NA,NA,0.5759,NA
15205,pan_gene_28230,0.0017,0,NA,0.008,0,0.0023,0.0013,0.0142,0.0026,0.0126,0.0044,0.0025,0.0035,0,0,0,0.0017,0.0012,0.0018,0,0.0023,0.0038,0.2495,0.0061,0.0032,0
15249,pan_gene_28284,0.0081,0.0021,0.2025,0.082,0,0.0031,0.0299,0.0248,0.0023,NA,0.0051,0.2089,0.0164,0.0373,0.1547,0.0094,0.0134,0.2378,0.0402,0.0183,0.0071,NA,0.0167,0.0241,0.0053,0.0021
15397,pan_gene_28456,0.0212,0,0.0033,0.0113,0.0106,0.0013,9e-04,0.2041,0,NA,0.0894,0.0027,0.0024,0,0,0.0104,NA,0,0.0071,0,0.0015,0.0252,0,0.0068,NA,0.0116
15426,pan_gene_28490,0.016,9e-04,NA,0,0,0.0017,0.584,0.5797,0,0.0021,0.652,0.6469,0.0011,0.0013,0.0011,0,0,0.0022,0.0071,0,0.0011,0.0056,0,0.002,0,0.0069
15430,pan_gene_28494,NA,0.1527,0.1655,0.1383,0.0026,0.0025,NA,0.1195,0.0027,0.0088,NA,NA,0.0124,0.2205,NA,0,0.0012,0.0129,0.0024,0.0019,0.161,0.0081,NA,0.0989,0.126,0.0024
15433,pan_gene_28499,0.0067,0.0035,0.0094,0,0.0079,0.0038,0.0073,0,0.0015,0.015,0.0052,0.0016,0.0085,0.0027,0.0074,0.0118,0.02,0.2208,0.0075,0.0085,0.0021,0.0083,0.0206,0.0188,0.0021,0.0026
15481,pan_gene_28554,0.0208,0,0.1299,0.1415,0.0339,0.0146,0.0244,0.0255,0,0.1356,0.1498,0.3023,0.0704,0.0076,NA,0.0255,0.1307,0.1375,0.0423,0.1155,0.0697,0.0183,0.0251,0.012,0.0974,0.0106
15493,pan_gene_28570,0.3426,0.005,NA,0.0635,NA,NA,NA,NA,NA,0.0121,0.0436,NA,0.0086,NA,NA,0.0271,NA,NA,0.0134,0.0053,0.0126,0.0199,0.0155,NA,0.0188,NA
15519,pan_gene_28600,0.0034,0,0,0,0.0048,0,0.2168,0.0177,0.0022,0.0133,0.0025,0,0.0054,0,0,0.1657,0.002,0.0026,0,0,0.0024,0,NA,0,0,0
15615,pan_gene_28708,NA,NA,NA,NA,0.5066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4277,NA,NA,NA,NA,NA,0.7365,NA,NA,NA,NA
15702,pan_gene_28855,0.2348,0.0092,0.2087,0.1654,0.0076,0.0546,0.2135,0.1654,0.0025,0.0324,0.0057,0.2057,0.0156,9e-04,0.009,0.1571,NA,0.0264,0.363,0.0037,0.0078,0.0317,0.01,0.1996,0.1653,0.1584
15732,pan_gene_28905,0.0487,0,0.0236,0.025,0,0.0254,0.0278,0.0791,0.0614,0.005,0.0113,0.0762,0.0869,0.0684,0.2682,0.0035,0.1605,0.0027,0.101,0.0399,0.0918,0.0047,0.0424,0.3474,0.115,0.0011
15740,pan_gene_28926,0.6979,NA,0.6772,0.7295,0.6547,0.6585,0.8111,0.6685,NA,NA,NA,0.6075,NA,NA,NA,0.6014,0.6946,0.7231,NA,0.6679,0.2361,0.7148,NA,0.6296,NA,0.6809
15745,pan_gene_28931,0.704,0.058,0.706,0.752,0.625,0.6934,0.8003,0.6236,0.7101,0.6852,NA,0.7257,0.7294,0.1193,0.7,0.6784,NA,0.7213,0.7864,0.6699,0.474,NA,0.6674,0.6609,0.6966,0.7544
15765,pan_gene_2898,0.0058,0.0249,8e-04,0.3156,0.0026,0.004,0.0126,0.0077,0.0037,0.05,0.0218,0,0.0173,0.0308,0.0015,0.0963,0.0036,0.0022,0.0021,0.0019,0.0161,0.035,0.002,0.019,0.0031,0.0076
15796,pan_gene_29036,0.0028,0.0022,0.1608,0.0018,0.0079,0.0042,0.0027,0.0016,0.0117,0.1001,0.0036,0.0019,0.0039,0.0327,0.0067,0.012,NA,0.213,0.053,8e-04,0,0.0232,0.0028,0.0016,0.0023,0
15804,pan_gene_29046,0.178,0.236,0.0522,0,0.0023,0.1071,0.0072,0.0014,0.0013,0.1234,0.151,0.1364,0.1039,0.0303,0.1346,0.1415,NA,0.1911,0.1478,0.1071,0.1809,0.1537,0.1165,0.1967,0.1339,0.0018
15816,pan_gene_29066,0.0547,0.0133,0.3478,0.3569,0.3525,0.3065,0.0112,0,0.3681,0.3387,0.6437,0.3932,0.0011,0.2783,0.3111,0.053,0.3762,0.3526,0.1488,0.1283,0.1824,0.556,0.4234,0.1766,0.3111,0.0284
15822,pan_gene_29072,0.3172,0.1604,0.2424,0.472,0.1641,0.131,0.3498,0.4383,0.2604,0.4116,0.1217,0.2536,0,0.375,0.3877,0.4365,0.3217,0.4347,0.4032,0.1134,0.4149,0.382,0.3609,0.3941,0.2975,0.0022
15844,pan_gene_29098,NA,0.61,0.511,0.639,0.3338,NA,0.2949,0.6498,0.5321,0.6209,0.5728,NA,0.6793,0.6301,NA,0.6462,0.6817,0.6298,NA,0.4081,0.6039,0.6678,0.6514,0.6803,0.611,0.5567
15853,pan_gene_29116,NA,NA,NA,0.6197,0.258,NA,NA,NA,NA,NA,NA,0.027,NA,NA,NA,NA,0.7095,NA,NA,NA,NA,NA,NA,NA,0.2727,0.1396
15857,pan_gene_29127,0.0408,0.0375,0.0902,0.0345,0.0214,0.0424,NA,0.0557,0.0298,0.0136,NA,NA,0.0623,0.0416,0.0329,NA,0.1009,0.0496,0.0294,0.014,0.0354,0.0323,0.0491,NA,0.0209,0.247
15870,pan_gene_29144,NA,8e-04,0.0211,0.2088,0.0137,0.0469,NA,0.0616,0,0.058,0.2164,NA,NA,0.2146,0,0.2827,0.3394,0.1766,0.2076,0.1715,0.0148,0.0715,NA,NA,5e-04,0.0571
15893,pan_gene_29172,NA,0.0113,0.0031,0.3352,0.0056,0,0.0096,0.0136,0,0.006,0,0,0.0191,0.0044,0,0,0.3734,0.3453,0.0036,0.3476,0,0.3639,0.002,0.0029,0.0142,0.0019
15931,pan_gene_29215,0.0533,0.0224,0.0479,0.0764,0.047,0.063,0.0537,0.0647,0.0301,0.0895,0.0531,0.0386,0.054,0.0453,0.0852,0.0619,0.0697,0.0621,0.0461,0.0568,0.0266,0.0534,0.228,0.0638,0.0475,0.0576
15946,pan_gene_2924,0.3906,NA,NA,0.4346,0.3385,0.4246,NA,0.3711,NA,0.389,NA,0.42,0.4398,0.5708,0.4771,0.5178,0.5277,0.4972,NA,0.3742,0.3136,0.4894,0.47,0.2889,0.4622,0.5082
15981,pan_gene_29278,0,0.0013,0.0091,0.0013,0.0069,0,0.0026,0,8e-04,0,0.0173,0,0,0.2771,0,0.0066,0.0022,0.0014,0,8e-04,0.0031,9e-04,9e-04,9e-04,0.0099,8e-04
16033,pan_gene_29337,0.0041,0.0229,0,0.0043,0.0107,0.0053,0.0036,0.0066,0.0012,5e-04,NA,0.0092,9e-04,7e-04,NA,4e-04,9e-04,0.0028,0.38,0.0066,0.0131,0.0079,0.0082,8e-04,NA,0.0014
16081,pan_gene_29396,0.0043,0.1496,9e-04,0.0037,9e-04,NA,0.2237,NA,NA,0.0015,0.2147,0.0073,0.0077,0.004,NA,NA,NA,0.0021,0.0048,0.0032,NA,0.0113,0.0064,0.2346,NA,NA
16109,pan_gene_29429,0.6677,0.0123,0.6365,0.0958,0.6681,0.2293,0.3014,0.2983,0.2714,0.363,0.6796,0.1367,0.2497,0.3128,0.2929,0.3735,0.3125,0.086,0.2371,0.2153,0.4653,0.392,0.2251,0.6096,0.2793,0.2375
16125,pan_gene_29446,NA,NA,0.1519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1835,NA,0.3521,NA,0.2924,NA,NA,0.2178
16148,pan_gene_29475,0,0.0103,0.007,0,0.001,0.5609,0,0.0022,0,0.001,0,0,0.0064,0.0041,0,0.001,8e-04,0.0016,0.0012,0,NA,0.0054,0,0,0,9e-04
16291,pan_gene_29676,NA,0,0.0015,0.0012,0.0015,0.0019,0.0049,0.0061,0,0.0018,0.0047,0.291,0,0.0042,0.0025,0,0.0022,0.0024,0,0,0.0033,0,0.0019,0.0082,0.0054,0.0103
16304,pan_gene_29691,0.0146,0,0,0,0.0018,0.0069,0.0017,0.0054,0,0.6699,0.0058,0.0178,0,0,0.0023,0.0033,0,0.0032,0,0.0251,0,0.0018,0.0012,0.0031,0.0014,0.0016
16308,pan_gene_29696,0.047,0.0024,0.0187,0.022,0.0045,8e-04,0.0059,0.0196,0.0049,0.1386,0.0083,0.1834,0.2528,NA,0.2583,0.0578,0.0726,NA,0.0384,0.0507,0.0081,0.0338,0.0422,0.0753,0.1511,0.0515
16346,pan_gene_29739,0.0175,0.0018,0,0,0.2869,0.0119,0.0022,0.098,0.0016,0.0759,0.4339,0.0036,0.1756,0.002,0,0.009,0.0048,0,0.0065,0,0.0047,0.0014,NA,0.0018,0.0016,0.0014
16366,pan_gene_29763,NA,0,NA,0.0065,NA,NA,0,0.003,0.0011,NA,NA,0,0.004,NA,0.0056,NA,NA,NA,0.0086,0,0.0118,0.5595,0.0033,0.0187,0,NA
16377,pan_gene_29775,0.1221,0.0019,0.0024,0.0129,0.0243,0.0046,0.003,0.0253,0.0102,0.0149,0.0027,0.0067,0.0142,0.1611,NA,0.0144,0.1459,0.0196,0.0253,0.0054,0.0093,0.4551,0.1875,0.008,0.0125,0.0062
16443,pan_gene_29845,0.001,NA,NA,0,0.0018,0.0925,0.0012,0.0343,0.0027,0.0696,NA,NA,NA,0.0503,0.0013,0.292,NA,NA,NA,0.0014,0,NA,0.2697,NA,NA,0.0649
16473,pan_gene_29881,NA,8e-04,7e-04,0.0054,0.0068,0.0036,0.0027,0.0033,0.013,0.0116,0.0068,0.0064,0.0059,0.0012,0,0.1907,0.4323,0.0072,0.0027,0.0068,0.0072,0.4287,0.0061,0.0028,0.0017,0.0137
16532,pan_gene_29958,NA,0.2399,0.0915,0.4901,0.3134,0.3595,0.4949,0.1216,NA,NA,0.5683,NA,NA,0.3128,NA,0.5035,0.527,0.2231,NA,0.5101,0.0689,0.5858,0.4541,0.3623,NA,NA
16541,pan_gene_29967,0.5348,0.7372,0.6535,NA,NA,NA,0.5761,NA,0.6979,0.5441,0.5685,0.534,NA,0.5706,NA,NA,0.3651,0.7516,0.3482,0.4733,NA,0.6596,0.6032,0.5862,0.5474,NA
16578,pan_gene_30008,NA,0.0029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.4505,NA,NA,0.4501,NA,NA,NA,NA
16689,pan_gene_30124,NA,0.6051,NA,0.6432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1257,NA,0.3285,0.4758,NA,NA,NA,0.6301,NA,NA,NA,NA
16694,pan_gene_30129,NA,NA,NA,0.0201,NA,NA,NA,0.0065,NA,0.0105,NA,NA,0.0074,NA,NA,NA,NA,NA,NA,NA,0.0013,0.0011,NA,0.2451,0.0047,0.0068
16701,pan_gene_30138,0.2596,0.0011,0.3199,0.0061,0.0196,0.032,0.0196,0.0039,0.0011,0.004,0.2892,0.0324,0.2221,0.0012,NA,0.0382,0.3157,0.0619,0.1427,0,0.0114,0.0041,0.2964,0.0056,8e-04,0.319
16707,pan_gene_30143,0.3427,0.0012,0.405,0.0139,0.0678,0.4681,0.021,0.0079,0.479,0.0672,0.5424,0.4449,0.0958,0.0454,0.5176,0.4215,0.0738,0.5652,0.0062,0.0072,0.0392,0.0159,0.5581,0.2461,0.4746,0.3109
16751,pan_gene_30198,0.0043,0.2117,0,0.0032,0.2936,0.0048,0.01,0.0026,0.0044,0.002,0.0022,0.0029,0.0024,0.0016,0.0024,0.0023,0,0.0036,0,0.0043,0.0025,0,0.006,0,0,0.0132
16785,pan_gene_30243,NA,0.0027,0.006,NA,0.5957,0.1002,0.1484,0.0075,NA,0.0013,NA,0.5734,0.591,0.003,NA,0.0075,0.0067,0.0061,NA,0.143,0.0044,0.0154,0.0082,0.1385,0.0076,0.1702
16792,pan_gene_30250,NA,NA,0.002,0.1316,0.0022,NA,7e-04,NA,NA,0.0058,0.0016,9e-04,0.0028,NA,0.0025,0.0028,0.0059,0.3707,0.001,0.0676,0.0136,NA,0.1553,0.0026,0.0033,0.0379
16793,pan_gene_30251,NA,NA,0.0158,NA,0,NA,7e-04,NA,0.3303,0.6351,0.3112,0.0041,0.0574,NA,0.6264,0.6215,NA,NA,0.3152,NA,NA,NA,NA,0.2811,0.5749,NA
16841,pan_gene_30303,0.0746,0.0034,0.0028,0.0019,0.0275,0.0082,0.451,NA,0,NA,NA,NA,0.5091,0.0011,0,0.0022,0.0037,0.0017,0,0,0,0.0019,0.0024,0.1875,0,0
16852,pan_gene_30313,0.0012,0,0.0076,0.0026,0.0028,0.0049,0.002,0.0017,0.2357,0.2506,0,NA,0.0108,0.0029,0.0064,0.0044,0.0129,0.002,0.0047,0.0095,0.106,NA,0.0685,0.0028,0.0014,0.0104
16919,pan_gene_3039,0.0015,0.002,0.0043,0,0,0,0.0023,0.004,NA,0,0.5956,NA,0,NA,0.5439,0,0.0063,0,NA,NA,0.0022,0,0,0,0,0
16966,pan_gene_30436,0.4003,0.0051,0.2387,NA,0.0976,NA,0.0332,0.3496,0.0318,0.7283,NA,0.1708,NA,0.2429,NA,0.0934,0.6489,NA,NA,NA,NA,NA,0.5402,NA,0.5361,0.3172
16999,pan_gene_30468,0.0087,0.5285,NA,0.0045,7e-04,0.6098,0.6313,0.0269,0.0724,0.0064,6e-04,0.0016,6e-04,7e-04,6e-04,0.0027,0.0013,0,0.0018,6e-04,0.002,0.002,0.0015,0.0023,0.0015,8e-04
17000,pan_gene_30469,0.0089,NA,NA,NA,0.7,0.0078,0.0199,0.7025,NA,NA,0.7542,0.6943,0.0051,0.0042,NA,0.6548,NA,0.3753,0.7553,0.7225,0.6709,0.7416,NA,0.7321,0.6633,0.6969
